"","TLEVISA","WALMEX","SANMEX","PINFRA","PENOLES","ICA","OHLMEX","MEXCHEM","LIVEPOL","LALA","LAB","KOFL","KIMBER","IENOVA","ICH","GRUMA","GMEXICO","GFREGIO","GFNORTE","GFINBUR","GENTERA","GCARSO","FEMSA","GAP","CEMEX","ELEKTRA","BIMBO","ASUR","AMX","ALSEA","AC","ALFA"
"668",96.23,45.83,32.77,209.98,205.66,5.98,18.95,42.13,226.17,11.29,11.29,127.4,40.53,76.3,56.46,259.05,37.52,90.05,91.45,32.29,33.82,74.01,164.19,157.06,10,350.82,48.48,266.8,13.53,58.34,103.97,34.74
"669",96.15,46.05,32.51,210.55,206.23,5.94,19.39,42.93,229.57,11.52,11.52,127.85,40.8,77.68,57.81,255.31,37.79,89.99,93.84,32.78,33.56,75.81,164.6,160.14,10.23,356.61,49.04,264.72,13.41,58.3,105.99,35.02
"670",97.12,45.62,32.51,207.17,206.77,5.75,19.45,42.87,234.25,11.81,11.81,129.1,40.72,77.03,57.3,255.13,36.85,88.56,92.07,32.64,33.05,74.9,167.44,159.78,10.05,357,48.51,264.32,13.37,59.5,104.38,34.76
"671",96.56,45.57,32.4,211.38,215.74,5.68,19.52,42.48,233.98,12.09,12.09,129.81,40.45,74.88,57.4,250.63,36.93,87.64,90.76,32.05,33.74,75.55,165.55,156.97,10.12,358.72,47.46,260.47,13.34,60.4,104.16,34.69
"672",95.39,45.4,32.02,204.76,207.15,5.48,19.46,42.46,229.19,13.13,13.13,131.97,39.76,73.6,58.18,250.64,36.79,89.25,88.74,31.52,33.37,75.23,164.29,154.24,10.25,357.47,46.89,254.49,13.11,61.03,104.8,34.04
"673",96.11,45.15,32.6,207.58,212.86,5.58,19.66,41.98,231.15,12.88,12.88,131.13,40.37,73.81,58.24,253.65,37.07,90.32,90.19,31.89,33.47,74.2,165.33,155.47,10.37,358.49,47.1,256.82,13.09,61.6,104.46,34.22
"674",95.96,45,32.02,203.33,211.13,5.59,19.64,42.47,228.33,12.96,12.96,130.67,40.28,72.34,57.21,249.6,37.1,88.25,89.75,31.44,33.76,74.51,164.88,154.94,10.39,357.76,46.95,258.11,13.04,60,103.77,34.45
"675",93.35,43.88,32.21,201.59,207.42,5.32,19.79,41.04,219.19,12.91,12.91,128.08,39.17,72.71,57.78,241.29,36.29,87.89,89.49,31.71,32.46,73.41,160.43,150.8,10.51,355.94,45.88,251.01,12.75,60.82,104.35,33.53
"676",95.88,44.01,31.63,206.72,207.22,4.16,19.87,41.59,222.03,13.06,13.06,129.19,39.75,72.82,58.39,248.1,36.36,85.55,91.5,32.42,32.46,73.49,162.37,154.07,10.34,356.69,47.59,252.31,13.05,60.53,103.86,34.71
"677",96.43,43.82,30.69,205.32,197.82,3.22,19.71,40.16,216.55,12.99,12.99,129.26,39.46,73.07,57.83,249.04,35.66,86.09,90.31,32.34,32,74.29,161.68,150.49,10.15,347.44,47.25,248.38,12.65,60,102.04,34.15
"678",95.43,43.73,31.15,201.18,198.23,3.58,19.8,40.24,213.17,13.19,13.19,127.39,39.14,72.82,57.32,248.37,35.53,86.12,89.31,31.59,31.82,72.93,158.55,147.35,10.01,340.84,46.59,242.79,12.67,59,99.86,33.94
"679",96.3,43.2,30.92,201.44,198.62,3.97,19.53,39.49,217.19,13.39,13.39,126.64,39.79,72.33,58.42,244.7,35.54,86.14,89.21,32.57,32.44,73.02,158.32,147.8,9.97,339.04,46.36,247.88,12.5,59.5,98.78,34.41
"680",96.8,42.75,30.35,201.45,190.77,4.07,20.19,38.83,216.02,13.77,13.77,126.35,39.26,72.98,57.62,246.18,35.54,86.69,88.11,31.61,31.31,72.52,158.03,150.01,9.74,338.04,46.35,246.43,12.27,59.86,99.54,33.76
"681",94.95,42.32,29.33,200.11,187.87,4.76,19.59,39.59,212.89,13.5,13.5,126.2,38.96,71.05,56.82,241.44,35.06,84.7,87.41,31.29,30.96,71.31,158.92,156.87,9.43,337.7,45.74,248.31,11.96,59.19,100.09,33.75
"682",95.68,42.1,30.25,199.11,184.73,5.53,19.79,39.19,215.59,12.89,12.89,126.22,38.12,73.03,56.86,237.8,35.21,84.36,90.04,31.47,31.04,71.1,158.78,159.17,9.55,334.78,45.21,249.43,12,58.74,100.27,33.56
"683",96.16,42.41,30.58,198.78,187.08,6,19.66,39.46,213.99,12.44,12.44,125.63,38.72,72.46,57.03,231.79,35.13,83.65,88.51,31.56,31.73,73.06,159.51,154.79,9.52,331.86,45.07,247.86,12.08,58.5,100.98,34.34
"684",94.11,42.6,29.41,197.38,183.43,5.34,19.04,39.37,208.21,12.21,12.21,124.14,39,70.76,56.88,229.61,35.69,84.96,88.59,31.74,30.86,70.88,157.79,150.71,9.02,328.97,45.34,242.07,11.96,56.91,98.87,34.18
"685",92.32,42.95,29.15,200.67,178.02,4.53,18.46,39.56,210.2,11.96,11.96,122.96,39.14,70.69,55.45,227.15,35.8,84.92,88.01,30.64,31.04,71.41,158.75,154.19,8.74,338.17,45.6,242.76,11.98,56.86,100.69,33.9
"686",94.82,43.59,29.5,203.62,183.39,5.44,19.46,40.06,213.01,11.8,11.8,124.89,40.38,72.39,54.89,240.19,36.54,87.68,91.18,31.41,32.34,71.22,162.39,157.43,8.95,357.99,46.05,248.33,12.22,56.5,101.65,34.96
"687",96.02,43.8,30.25,205.86,181.28,5.16,19.26,39.52,214.29,12.42,12.42,124.53,40.99,72.75,55.02,243.05,36.99,87.78,94.42,31.18,34.06,71.66,161.22,156.96,9.1,366.61,46.69,247.94,12.59,58,104.52,34.99
"688",95.33,43.75,30,207,181.63,5.22,19.27,40.15,212.4,12.79,12.79,122.9,40.96,72.92,54.88,240.75,37.27,88.62,96.51,31.61,33.44,72.11,162.01,161.21,9.14,370.89,47.77,245.56,12.39,60.05,102.88,35.01
"689",95.08,43.54,29.91,206.79,177.42,3.97,18.88,38.79,207.6,12.97,12.97,122.52,40.4,71.07,55.05,241.87,36.91,88.77,95.57,31.53,32.91,70.99,159.42,160,8.98,367.93,46.31,244.54,12.06,60.88,103.97,34.17
"690",95.02,44.13,29.61,205.84,171.47,3.58,18.73,39.05,207.29,12.6,12.6,124.93,40,70.89,54.68,237.78,36.94,88.41,94.15,32.19,32.79,72.01,161.74,154.56,8.83,363.95,46.27,246.37,12.7,60.1,103.22,33.96
"691",96.21,44.54,29.66,207.28,171.68,3.49,18.73,38.7,212.08,12.84,12.84,124.8,40.08,69.84,54.63,244.54,36.8,88.1,93.86,31.55,33.34,71.43,163.37,159.28,9.09,364.75,46.18,249.43,12.49,59.57,103.16,34.23
"692",96.6,43.75,29.99,207.01,177.56,3.51,18.36,39.12,215.58,12.84,12.84,126.44,39.92,72.6,54.54,241.26,38.31,88.31,93.56,31.51,33.4,72.22,162.63,159.48,9.74,376.56,46.77,249.73,12.51,58.99,103.88,34.59
"693",96.97,43.8,29.88,205.44,180.25,3.65,18.38,39.27,213.18,13.13,13.13,125.52,39.81,72.52,55.05,240.51,37.93,88.68,93.12,31.46,33.24,73.18,163.52,158.25,9.72,378.97,46.41,249.54,12.46,59,104.01,34.48
"694",96.14,44.84,30.13,207.27,179.96,3.67,18.45,39.3,211.4,13.05,13.05,124.77,39.79,71.04,54.92,241.85,37.38,87.76,94.04,31.71,32.97,72.2,164.16,156.72,9.39,369.6,46.4,247.61,12.24,58.68,103.12,34.68
"695",96.83,44.22,30,203.72,175.6,3.59,17.9,39.22,212.14,13.04,13.04,123.18,39.88,72,56.09,241.13,37.45,88.78,94.49,31.56,33.03,72.45,162.58,156.33,9.31,367.12,46.56,247.74,12.54,59.58,104.02,34.48
"696",95.82,43.37,30.28,200.36,171.14,3.58,18.01,38.46,206.78,13.64,13.64,123.08,39.65,71.87,55.4,241.2,37.05,89.05,94.16,30.96,33.23,71.12,160.08,153.93,9.26,370.31,45.55,244.51,12.52,60.09,104.01,34.23
"697",94.34,43.49,30.25,202.73,177.22,3.55,18.04,38.5,210.11,13.85,13.85,123.9,40.37,72.34,55.67,241.75,36.79,88.34,94.99,31.1,33.35,70.98,161.63,152.05,9.43,379.04,45.95,243.89,12.12,59.95,104.68,34.1
"698",92.62,42.84,29.46,202.93,175.9,3.57,18.01,38.71,209.83,14.41,14.41,120.29,39.16,72.98,54.93,236.43,35.71,89.12,91.79,29.95,31.8,69.83,157.62,148.57,9.12,368.42,45.02,238.29,12.03,60,102.09,33.74
"699",91.89,42.66,29.72,203.56,176.45,3.58,18.15,38.57,210.42,13.77,13.77,118.82,38.89,71.48,54.7,233.1,36.45,88.06,91.72,29.6,32.16,70.7,157.8,147.93,8.99,357.3,45.77,233.03,11.97,59.82,101.12,33.99
"700",90.41,42.38,29.67,199.8,172.68,3.35,18.06,38.06,206.98,13.65,13.65,120.32,39.13,70.94,53.97,243.38,35.57,87.01,91.63,29.19,31.89,70.47,156.37,146.99,8.97,342.66,45.97,231.97,11.74,60.19,102.5,33.65
"701",90.23,39.99,28.5,196.75,172.94,3.15,17.64,36.46,209.6,13.25,13.25,120.2,39.16,72.31,52.58,243.66,35.01,85.63,89.54,28.52,30.59,68.15,155.14,141.32,8.26,334.15,46.18,230.71,11.34,59.26,101.16,31.46
"702",91.6,41.03,28.25,192.93,172.39,3.18,17.65,36.41,208.43,13.05,13.05,118.67,38.65,71.07,52.57,246.37,34.16,85.42,88.85,28.7,30.52,68.11,152.61,143.74,7.77,329.6,46.56,229.76,10.92,59.49,101.07,30.81
"703",92.94,42.73,27.64,197.14,172.28,3.17,17.26,37.24,207.46,13.26,13.26,118.53,37.85,71.72,52.71,249.79,34.16,85.37,89.3,29.22,29.41,71.95,152.98,144.94,7.83,342.03,47.32,227.83,11.16,58.99,102.39,31.36
"704",96.6,42.92,27.68,194.45,163.39,3.08,17.5,37.21,203.44,13.45,13.45,119.04,39.08,72.24,52.83,246.76,35.09,85.47,89.34,28.83,29.17,69.36,153.51,144.16,7.99,339.28,47.29,231.81,11.25,58.79,103.08,31.32
"705",96.75,43.23,27.49,190.64,161.54,3,17.22,37.25,202.78,13.35,13.35,119.98,39.95,70.68,52.7,248.25,35.24,84.96,88.62,28.74,29.43,69.11,153.58,146.7,7.72,334.84,47.46,226.71,11.43,59.99,101.94,30.89
"706",97.81,44,27.4,191.64,160.97,2.88,17.25,37.87,198.31,13.39,13.39,121.11,39.54,71.16,52.94,251.03,35.24,84.47,87.59,28.59,30.42,67.6,157.06,145.85,7.96,330.79,47.44,225.29,11.72,60.15,103.04,30.59
"707",95.25,44.2,27.39,190.49,159.14,2.79,16.38,36.83,195.05,13.13,13.13,119.37,39.26,71.29,54.9,249.36,34.51,83.53,85.42,27.99,29.51,67.33,156.77,145.51,7.92,346.68,47.18,223.32,11.37,59.99,101.99,30.48
"708",94.55,43.51,26.89,188.64,157.05,2.77,16.35,36.15,194.09,12.91,12.91,116.91,38.96,71.13,54.86,246.41,34.09,84.64,85.47,28.64,29.15,66.07,157.34,145.52,7.85,347.07,46.54,225.67,11.26,59.85,102.12,30.32
